filename,ground_truth,prediction,ita_value
000001.png,1,1,17.098569711168235
000002.png,1,1,14.918756255170118
000003.png,1,0,23.942186305235605
000004.png,1,0,8.210178558223888
000005.png,1,1,20.948606858562393
000006.png,1,1,6.998299282003946
000007.png,1,1,7.1017615000272745
000008.png,1,1,-2.9815746699395405
000009.png,1,1,15.791339105518011
000010.png,1,0,23.60441770658208
000011.png,1,1,7.114087199368679
000012.png,1,1,18.144072418517307
000013.png,1,0,31.383825769545755
000014.png,1,1,16.974809836993604
000015.png,1,1,8.873701289982476
000016.png,1,0,12.770485030954859
000017.png,1,0,34.24529606370527
000018.png,1,0,14.431707153575054
000019.png,1,0,18.154056430686925
000020.png,1,0,14.554339115054487
000021.png,1,0,14.388392418111154
000022.png,1,0,24.436726904652197
000023.png,1,0,25.853217773474437
000024.png,1,0,19.224889442209083
000025.png,1,0,19.380934656159276
000026.png,1,1,12.96443363458453
000027.png,1,0,31.955164857763044
000028.png,1,0,19.5679175040647
000029.png,1,0,24.213137377439015
000030.png,1,1,11.146430124628676
000031.png,1,1,18.910962056279615
000032.png,1,1,16.72184216521896
000033.png,1,0,17.421213328582585
000034.png,1,0,14.14913531510056
000035.png,1,0,19.069526960988306
000036.png,0,1,17.629703654389154
000037.png,1,0,81.48085991247919
000038.png,1,1,21.3254923890619
000039.png,1,0,12.730066209642647
000040.png,1,0,28.015562756191546
000041.png,1,1,18.78998550252937
000042.png,0,0,18.250524596925054
000043.png,1,1,27.025883079969937
000044.png,1,1,17.73935669312945
000045.png,1,1,16.056844609500914
000046.png,0,1,17.951933787499186
000047.png,0,0,22.463908894623074
000048.png,0,0,12.678049660439495
000049.png,0,1,21.327053483770737
000050.png,1,1,23.649464227431555
000051.png,0,1,9.991057013556588
000052.png,1,0,27.23780833941069
000053.png,0,0,4.486633655254977
000054.png,0,1,22.934896904564155
000055.png,0,1,15.266595963063718
000056.png,0,1,29.374129162513817
000057.png,0,1,17.73152670151747
000058.png,0,0,27.191113201533877
000059.png,0,0,13.246654187010256
000060.png,0,1,11.258038233209437
000061.png,0,0,16.39300822342146
000062.png,0,0,18.256980574555882
000063.png,0,1,9.899250635769672
000064.png,0,1,9.765192832571373
000065.png,1,0,16.127225449943776
000066.png,1,0,22.53775032084581
000067.png,0,1,22.703960520492824
000068.png,1,0,20.808065414753155
000069.png,1,0,4.453756353494943
000070.png,0,1,21.540847253689748
000071.png,1,1,21.652711667206745
000072.png,1,0,23.179238321590002
000073.png,1,0,21.814832968583513
000074.png,1,1,22.281320057168017
000075.png,0,1,23.08366501723714
000076.png,0,1,11.217488805133435
000077.png,0,0,-3.2311042597818673
000078.png,0,0,22.334686409696463
000079.png,0,1,6.697048600713661
000080.png,0,0,10.001290473605676
000081.png,0,1,5.2617977911911
000082.png,0,1,30.698578546306493
000083.png,0,0,26.989023598446707
000084.png,0,0,21.624779549754468
000085.png,1,0,13.565927314903323
000086.png,1,0,18.949645860196163
000087.png,0,1,14.782240788288345
000088.png,0,1,15.842329231177306
000089.png,0,1,18.302326187932813
000090.png,0,0,23.046933068005067
000091.png,0,0,33.071647274172406
000092.png,0,1,22.01953496452156
000093.png,0,0,18.79008005895683
000094.png,0,1,-0.4537336813177897
000095.png,0,1,3.7767989130713246
000096.png,0,1,24.603097044399306
000097.png,0,0,14.19569062467219
000098.png,0,1,11.81794848920783
000099.png,0,1,2.8400018356691867
000100.png,0,1,20.473069367685234
000101.png,0,1,11.351340727379728
000102.png,0,0,18.743711940774347
000103.png,0,0,13.475121841380371
000104.png,0,1,20.68268680438679
000105.png,0,0,5.856572797142732
000106.png,0,1,-1.3389621805502805
000107.png,0,1,18.620283600844218
000108.png,0,1,30.171306202479368
000109.png,0,0,19.248380881943053
000110.png,0,1,21.486701341701554
000111.png,0,1,15.671719829334318
000112.png,0,0,17.34373112069013
000113.png,0,1,7.41002071749779
000114.png,0,0,11.70524531237093
000115.png,0,0,26.118919217721455
000116.png,0,0,28.7188091743846
000117.png,0,1,7.845027604639476
000118.png,0,1,12.879401896454894
000119.png,0,0,7.216063619711891
000120.png,0,0,22.69951079259484
000121.png,0,1,23.490852468559893
000122.png,0,1,17.899135939340926
000123.png,0,0,23.987741835199206
000124.png,0,0,7.590661889653868
000125.png,1,0,20.20144582634974
000126.png,1,0,18.93630169518197
000127.png,0,1,0.9001872470681034
000128.png,0,0,4.089641036949079
000129.png,0,1,9.65361072762574
000130.png,0,0,14.793989829634668
000131.png,0,0,16.532701018695754
000132.png,0,0,29.76521180153697
000133.png,0,0,3.0306361998069877
000134.png,0,1,10.691435081748434
000135.png,0,1,9.371217430828903
000136.png,0,1,28.482487384601747
000137.png,0,0,29.222687838771034
000138.png,0,1,25.025564516946925
000139.png,0,0,18.459547610074058
000140.png,0,1,69.85007525648885
000141.png,0,1,12.513743875872654
000142.png,0,0,4.272805637853322
000143.png,0,1,0.9740331938841491
000144.png,0,0,17.07546184834436
000145.png,0,0,-6.122567978575489
000146.png,0,1,6.816667944072842
000147.png,0,1,5.428305601835889
000148.png,0,1,9.376188286206649
000149.png,0,1,14.845023676934856
000150.png,0,1,26.4653463389139
000151.png,0,1,20.58005351744418
000152.png,0,1,26.733969534449518
000153.png,0,1,19.330235550234722
000154.png,1,1,15.436691125406394
000155.png,0,1,2.8775632760528076
000156.png,0,1,6.766404495862296
000157.png,0,0,5.8857985697964885
000158.png,1,1,11.323964212597007
000159.png,0,1,17.786067884477312
000160.png,0,1,17.25097561969734
000161.png,0,1,14.918493289478974
000162.png,1,0,23.105590574273045
000163.png,0,1,17.769578888852415
000164.png,0,1,7.6207243392842265
000165.png,1,1,20.07958256722359
000166.png,1,1,2.3375345851012117
000167.png,0,1,13.881409249038994
000168.png,0,1,17.754085229675724
000169.png,1,1,19.460998242157164
000170.png,0,0,13.328104175256218
000171.png,0,1,6.5003789673599695
000172.png,0,1,27.363567073306072
000173.png,1,1,8.987464892965363
000174.png,0,0,13.952765799397417
000175.png,0,0,9.352504312441578
000176.png,0,0,11.947210143946105
000177.png,0,0,-0.3735051704685705
000178.png,0,1,24.784125781553072
000179.png,0,0,10.879538474242587
000180.png,0,1,17.931894146813402
000181.png,0,0,27.750873414398743
000182.png,0,1,10.069562218646062
000183.png,0,0,10.566653709880176
000184.png,0,1,21.89902570015485
000185.png,0,1,7.169377908005757
000186.png,0,1,11.587147027712945
000187.png,0,1,12.58195156899023
000188.png,0,0,21.619876800846924
000189.png,0,1,20.449176215185997
000190.png,0,1,11.944690828797238
000191.png,0,1,16.612603012788114
000192.png,0,1,14.671513775655862
000193.png,0,1,-0.27551584221043013
000194.png,0,1,8.170025499491123
000195.png,0,1,-5.3548481399332415
000196.png,0,0,2.013799089368124
000197.png,0,1,9.927533928524802
000198.png,0,0,12.534952285520065
000199.png,0,1,-4.328213586738417
000200.png,0,1,10.525322482395914
000201.png,0,1,17.728425356282447
000202.png,0,1,21.296572583106077
000203.png,0,0,13.229071781553325
000204.png,0,1,12.415054426757042
000205.png,0,1,9.211021337862011
000206.png,0,0,17.32085525194416
000207.png,0,0,18.650903393032607
000208.png,0,0,22.8860359801503
000209.png,0,0,17.165868381519353
000210.png,0,1,12.804299084461189
000211.png,0,0,14.431275818078232
000212.png,0,0,9.54187350028003
000213.png,0,1,8.463492600554247
000214.png,0,0,29.85630899935213
000215.png,0,0,19.136842590471883
000216.png,0,1,20.479637163973596
000217.png,0,1,12.830772959588817
000218.png,0,1,16.646579323550323
000219.png,0,0,24.971741066516966
000220.png,0,0,21.6726135959267
000221.png,0,1,9.08113934486792
000222.png,0,0,29.275793126008367
000223.png,0,0,7.842481748044684
000224.png,0,1,25.280696688902978
000225.png,0,1,6.553670749623076
000226.png,0,0,13.52530772984159
000227.png,0,0,5.005781948029122
000228.png,0,1,4.825930248547751
000229.png,0,1,13.588387038686392
000230.png,0,1,9.351134215079387
000231.png,0,0,23.959241038958535
000232.png,0,0,19.717755010657775
000233.png,0,1,7.842481748044684
000234.png,0,1,14.352678886350446
000235.png,0,0,11.87672111133143
000236.png,0,0,12.172396835333108
000237.png,0,1,16.261220717687706
000238.png,0,1,11.703545052359285
000239.png,0,1,16.078487463428175
000240.png,0,1,12.28634317867493
000241.png,0,1,14.842899259227705
000242.png,0,0,15.972886896757215
000243.png,0,0,14.08531707924586
000244.png,1,0,18.288720608400048
000245.png,0,1,7.462070278732058
000246.png,0,0,20.51981900344879
000247.png,0,1,8.272908277410657
000248.png,0,0,4.439626905665502
000249.png,0,0,26.464922278711338
000250.png,0,0,21.427772749372135
000251.png,0,0,20.409085173351645
000252.png,0,0,21.710360468263005
000253.png,0,1,18.5023837533541
000254.png,0,0,26.107072137574242
000255.png,0,1,27.312065343554746
000256.png,0,0,29.44452677063814
000257.png,0,0,23.40986595235003
